,time,X1c.PAR1,X1c.PAR2,X1c.PAR3,X1c.PAR4,X1c.T1,X1c.T2,X1c.T3,X1c.T4,X1c.RH1,X1c.RH2,X1c.RH3,X1c.RH4,X1b.PAR1,X1b.PAR2,X1b.PAR3,X1b.PAR4,X1b.T1,X1b.T2,X1b.T3,X1b.T4,X1b.RH1,X1b.RH2,X1b.RH3,X1b.RH4,X1p.PAR1,X1p.PAR2,X1p.PAR3,X1p.PAR4,X1p.T1,X1p.T2,X1p.T3,X1p.T4,X1p.RH1,X1p.RH2,X1p.RH3,X1p.RH4
851,1410,125.4,27.58,10.07,0.07,21.42,20.29,20.11,20.53,74.17,82.44,84.77,77.59,108.63,61.68,39.96,0.06,20.69,20.49,20.82,20.96,78.11,79.81,78.38,74.1,144.49,116.58,84.84,2.73,20.72,20.77,20.14,20.23,75.84,76.62,79.17,76.34
852,1411,125.4,27.54,10.07,0.07,21.4,20.29,20.09,20.51,74.14,82.19,84.74,77.59,108.63,61.64,39.96,0.06,20.71,20.46,20.81,20.94,78.09,79.78,78.34,74.03,144.34,116.62,84.84,2.73,20.7,20.78,20.13,20.24,75.83,76.57,79.24,76.33
853,1412,125.4,27.58,10.07,0.07,21.4,20.31,20.11,20.53,74.08,82.04,84.96,77.61,108.59,61.57,39.96,0.1,20.71,20.49,20.82,20.96,77.97,79.87,78.35,74,144.42,116.58,84.87,2.73,20.71,20.77,20.14,20.24,75.83,76.49,79.33,76.32
854,1413,125.36,27.58,10.07,0.07,21.4,20.31,20.09,20.55,74.08,81.92,85.06,77.63,108.59,61.57,39.96,0.06,20.71,20.47,20.81,20.95,77.84,79.9,78.32,73.89,144.42,116.58,84.84,2.69,20.69,20.79,20.14,20.24,75.8,76.48,79.42,76.27
855,1414,125.4,27.61,10.07,0.07,21.39,20.31,20.1,20.55,74.04,81.81,85.22,77.63,108.63,61.54,39.96,0.06,20.67,20.48,20.79,20.95,77.75,79.9,78.28,73.82,144.49,116.58,84.87,2.73,20.71,20.78,20.16,20.25,75.86,76.43,79.45,76.23
856,1415,125.4,27.58,10.07,0.07,21.43,20.27,20.09,20.55,74.09,81.77,85.33,77.61,108.59,61.54,39.96,0.06,20.68,20.48,20.82,20.94,77.69,79.9,78.32,73.73,144.49,116.58,84.84,2.73,20.7,20.79,20.15,20.24,75.84,76.37,79.45,76.24
857,1416,125.36,27.54,10.07,0.07,21.42,20.31,20.14,20.53,74.08,81.74,85.47,77.59,108.63,61.54,39.96,0.06,20.71,20.48,20.79,20.93,77.58,79.88,78.18,73.67,144.45,116.58,84.84,2.73,20.69,20.76,20.14,20.25,75.86,76.34,79.41,76.18
858,1417,125.33,27.54,10.07,0.07,21.43,20.29,20.14,20.56,74.05,81.67,85.53,77.61,108.59,61.5,39.96,0.06,20.72,20.49,20.79,20.96,77.46,79.87,78.08,73.64,144.38,116.54,84.84,2.73,20.69,20.78,20.12,20.26,75.89,76.35,79.37,76.19
859,1418,125.36,27.58,10.07,0.07,21.39,20.28,20.14,20.54,74.02,81.71,85.59,77.62,108.63,61.54,39.96,0.06,20.68,20.49,20.77,20.95,77.41,79.8,77.94,73.57,144.38,116.58,84.84,2.73,20.72,20.76,20.15,20.26,75.95,76.25,79.35,76.12
860,1419,125.36,27.58,10.07,0.07,21.43,20.29,20.12,20.54,74.06,81.85,85.6,77.62,108.67,61.54,39.96,0.06,20.72,20.48,20.79,20.95,77.38,79.72,77.79,73.51,144.34,116.58,84.84,2.69,20.72,20.76,20.13,20.24,75.91,76.19,79.28,76.11
861,1420,125.43,27.58,10.07,0.07,21.39,20.31,20.14,20.54,74.06,82.04,85.65,77.65,108.67,61.54,39.99,0.06,20.69,20.46,20.8,20.92,77.25,79.67,77.7,73.48,144.56,116.65,84.91,2.73,20.72,20.76,20.12,20.27,75.92,76.11,79.18,76.13
862,1421,125.4,27.54,10.07,0.07,21.4,20.32,20.12,20.56,74.08,82.28,85.63,77.69,108.63,61.54,39.96,0.06,20.69,20.48,20.8,20.95,77.12,79.66,77.62,73.48,144.49,116.62,84.84,2.73,20.71,20.78,20.13,20.27,75.91,76.03,79.09,76.12
863,1422,125.36,27.61,10.25,0.07,21.39,20.32,20.12,20.56,74.08,82.53,85.62,77.71,108.63,61.54,39.96,0.06,20.68,20.46,20.79,20.93,76.98,79.58,77.48,73.43,144.49,116.58,84.84,2.73,20.7,20.78,20.14,20.25,75.9,75.93,79.04,76.06
864,1423,125.36,27.61,10.07,0.07,21.39,20.31,20.11,20.56,74.09,82.7,85.6,77.75,108.63,61.54,39.96,0.06,20.68,20.45,20.78,20.93,76.89,79.54,77.45,73.4,144.49,116.58,84.84,2.73,20.7,20.78,20.14,20.26,75.88,75.82,79.05,76.11
865,1424,125.4,27.54,10.07,0.07,21.42,20.31,20.11,20.54,74.14,82.75,85.57,77.73,108.63,61.54,39.96,0.06,20.69,20.45,20.79,20.94,76.73,79.52,77.3,73.4,144.49,116.58,84.84,2.73,20.69,20.75,20.13,20.26,75.86,75.77,79.06,76.13
866,1425,125.33,27.54,10.07,0.07,21.42,20.29,20.14,20.54,74.14,82.97,85.57,77.73,108.59,61.61,39.92,0.06,20.69,20.44,20.76,20.94,76.63,79.47,77.09,73.4,144.42,116.5,84.8,2.73,20.68,20.78,20.13,20.27,75.83,75.72,79.1,76.18
867,1426,125.36,27.54,10.07,0.07,21.42,20.29,20.14,20.54,74.11,83.14,85.54,77.72,108.59,61.68,39.92,0.06,20.71,20.49,20.76,20.96,76.62,79.48,76.95,73.39,144.45,116.54,84.8,2.73,20.69,20.77,20.13,20.28,75.83,75.61,79.14,76.18
868,1427,125.33,27.54,10.1,0.07,21.38,20.29,20.12,20.53,74.07,83.32,85.5,77.72,108.56,61.61,39.92,0.06,20.7,20.48,20.76,20.95,76.62,79.46,76.85,73.37,144.45,116.5,84.8,2.73,20.72,20.76,20.12,20.28,75.83,75.55,79.18,76.23
869,1428,125.43,27.58,10.14,0.07,21.42,20.3,20.1,20.53,74.11,83.5,85.46,77.71,108.67,61.64,39.96,0.06,20.7,20.48,20.78,20.95,76.64,79.45,76.72,73.33,144.53,116.62,84.84,2.73,20.71,20.74,20.1,20.26,75.77,75.47,79.27,76.21
870,1429,125.36,27.58,10.07,0.07,21.4,20.33,20.14,20.53,74.08,83.68,85.47,77.68,108.59,61.61,39.92,0.06,20.68,20.48,20.78,20.93,76.62,79.45,76.58,73.29,144.49,116.54,84.8,2.73,20.7,20.78,20.11,20.29,75.73,75.5,79.36,76.23
871,1430,125.4,27.54,10.07,0.07,21.39,20.33,20.14,20.51,74.09,83.83,85.41,77.64,108.67,61.64,39.96,0.06,20.69,20.46,20.77,20.93,76.63,79.45,76.44,73.26,144.56,116.62,84.84,2.73,20.7,20.78,20.12,20.29,75.67,75.45,79.54,76.18
872,1431,125.33,27.54,10.07,0.07,21.39,20.34,20.11,20.56,74.08,83.94,85.34,77.68,108.56,61.68,39.92,0.06,20.68,20.46,20.74,20.94,76.67,79.44,76.36,73.25,144.45,116.54,84.8,2.69,20.71,20.79,20.14,20.27,75.68,75.44,79.75,76.11
873,1432,125.29,27.5,10.07,0.07,21.4,20.3,20.1,20.56,74.09,83.94,85.28,77.62,108.59,61.5,39.92,0.06,20.69,20.43,20.76,20.93,76.71,79.42,76.31,73.21,144.45,116.5,84.77,2.73,20.69,20.76,20.14,20.27,75.63,75.42,80,76.01
874,1433,125.29,27.58,10.07,0.07,21.41,20.33,20.12,20.54,74.12,84.07,85.29,77.59,108.56,61.5,39.92,0.06,20.71,20.43,20.73,20.93,76.66,79.48,76.11,73.21,144.42,116.58,84.8,2.73,20.68,20.79,20.14,20.28,75.63,75.56,80.23,75.94
875,1434,125.36,27.58,10.07,0.07,21.42,20.31,20.12,20.57,74.06,84.16,85.23,77.62,108.59,61.5,39.92,0.06,20.68,20.44,20.73,20.94,76.6,79.49,75.94,73.19,144.45,116.54,84.84,2.73,20.69,20.77,20.12,20.29,75.63,75.62,80.24,75.85
876,1435,125.36,27.58,10.1,0.07,21.42,20.32,20.12,20.55,74.06,84.25,85.17,77.6,108.63,61.5,39.92,0.06,20.66,20.44,20.72,20.94,76.55,79.55,75.8,73.18,144.45,116.58,84.84,2.73,20.69,20.77,20.14,20.31,75.64,75.75,80.43,75.75
877,1436,125.29,27.54,10.1,0.07,21.39,20.32,20.1,20.54,73.99,84.4,85.11,77.59,108.56,61.46,39.92,0.06,20.67,20.45,20.73,20.97,76.53,79.63,75.69,73.18,144.38,116.5,84.8,2.69,20.72,20.76,20.11,20.29,75.65,75.88,80.67,75.64
878,1437,125.33,27.54,10.1,0.07,21.43,20.33,20.09,20.52,74,84.54,85.09,77.6,108.56,61.46,39.92,0.06,20.66,20.45,20.75,20.97,76.4,79.69,75.61,73.21,144.38,116.5,84.8,2.73,20.72,20.79,20.12,20.27,75.68,76.08,80.79,75.6
879,1438,125.36,27.58,10.1,0.07,21.4,20.34,20.1,20.56,73.94,84.67,85.02,77.61,108.59,61.5,39.92,0.06,20.67,20.44,20.75,20.94,76.31,79.74,75.54,73.19,144.42,116.54,84.84,2.73,20.72,20.8,20.11,20.3,75.7,76.24,80.93,75.51
880,1439,125.29,27.58,10.1,0.07,21.39,20.33,20.09,20.55,73.91,84.79,84.91,77.57,108.52,61.46,39.92,0.06,20.66,20.41,20.74,20.97,76.19,79.73,75.51,73.24,144.38,116.54,84.8,2.73,20.69,20.79,20.14,20.28,75.68,76.43,81.02,75.38
881,1440,125.36,27.54,10.14,0.07,21.39,20.32,20.09,20.55,73.86,84.89,84.85,77.57,108.56,61.5,39.92,0.06,20.66,20.44,20.72,20.94,76.16,79.8,75.49,73.21,144.42,116.58,84.84,2.73,20.72,20.77,20.15,20.28,75.76,76.41,81.02,75.28
882,1441,125.36,27.54,10.07,0.07,21.39,20.31,20.09,20.54,73.8,84.88,84.79,77.5,108.59,61.5,39.92,0.06,20.68,20.43,20.74,20.95,76.19,79.84,75.46,73.21,144.49,116.58,84.84,2.73,20.71,20.79,20.14,20.29,75.8,76.62,80.98,75.23
883,1442,125.36,27.54,10.1,0.07,21.42,20.32,20.11,20.51,73.8,84.95,84.76,77.45,108.59,61.54,39.96,0.06,20.7,20.43,20.72,20.94,76.29,79.93,75.36,73.22,144.45,116.58,84.84,2.73,20.72,20.77,20.12,20.26,75.96,76.79,80.96,75.2
884,1443,125.36,27.54,10.07,0.07,21.42,20.31,20.1,20.55,73.77,85,84.63,77.45,108.56,61.5,39.92,0.06,20.72,20.43,20.72,20.96,76.3,80.02,75.33,73.22,144.53,116.58,84.84,2.73,20.71,20.76,20.13,20.3,76.11,76.97,80.85,75.14
885,1444,125.36,27.54,10.07,0.07,21.43,20.32,20.08,20.51,73.81,85.05,84.56,77.39,108.56,61.61,39.96,0.06,20.69,20.41,20.7,20.96,76.29,80.07,75.37,73.24,144.49,116.58,84.84,2.73,20.73,20.77,20.11,20.31,76.34,77.16,80.73,75.15
886,1445,125.4,27.54,10.07,0.07,21.4,20.31,20.04,20.51,73.8,85.08,84.5,77.36,108.59,61.54,39.96,0.06,20.71,20.44,20.74,20.97,76.26,80.17,75.44,73.25,144.53,116.62,84.87,2.73,20.72,20.8,20.11,20.31,76.49,77.35,80.64,75.14
887,1446,125.36,27.54,10.07,0.07,21.42,20.33,20.08,20.52,73.86,85.12,84.49,77.33,108.56,61.5,39.92,0.06,20.69,20.44,20.74,20.97,76.33,80.22,75.5,73.26,144.49,116.62,84.84,2.73,20.71,20.8,20.09,20.28,76.67,77.54,80.55,75.12
888,1447,125.43,27.58,10.07,0.07,21.4,20.35,20.06,20.52,73.92,85.09,84.33,77.3,108.63,61.57,39.96,0.06,20.68,20.44,20.74,20.95,76.4,80.28,75.55,73.25,144.53,116.65,84.87,2.73,20.7,20.81,20.12,20.33,76.75,77.67,80.53,75.1
889,1448,125.47,27.58,10.07,0.07,21.39,20.35,20.08,20.55,73.97,85.05,84.27,77.33,108.63,61.57,39.96,0.06,20.68,20.44,20.71,20.97,76.43,80.33,75.53,73.3,144.6,116.65,84.91,2.73,20.71,20.78,20.11,20.29,76.77,77.65,80.47,75.09
890,1449,125.43,27.54,10.21,0.07,21.4,20.32,20.08,20.54,74,85.02,84.21,77.33,108.63,61.57,39.96,0.06,20.71,20.41,20.73,20.96,76.59,80.31,75.55,73.3,144.53,116.65,84.91,2.73,20.71,20.81,20.11,20.31,76.94,77.79,80.41,75.13
891,1450,125.47,27.54,10.1,0.07,21.4,20.35,20.1,20.53,74.03,85.06,84.1,77.32,108.63,61.64,39.99,0.06,20.71,20.45,20.71,20.95,76.73,80.41,75.51,73.34,144.56,116.69,84.91,2.73,20.7,20.77,20.09,20.3,77.08,77.87,80.38,75.2
892,1451,125.4,27.54,10.07,0.07,21.42,20.31,20.12,20.51,74.06,84.97,84.05,77.28,108.56,61.54,39.96,0.06,20.7,20.41,20.71,20.95,76.86,80.44,75.47,73.4,144.49,116.62,84.87,2.73,20.71,20.78,20.1,20.32,77.26,77.98,80.41,75.25
893,1452,125.43,27.54,10.07,0.07,21.42,20.31,20.11,20.54,74,84.94,83.99,77.32,108.59,61.57,39.96,0.06,20.68,20.42,20.71,20.96,76.88,80.51,75.41,73.44,144.53,116.65,84.91,2.73,20.72,20.76,20.08,20.33,77.4,78.08,80.38,75.31
894,1453,125.43,27.54,10.07,0.07,21.41,20.31,20.09,20.53,73.94,84.91,83.91,77.3,108.59,61.57,39.96,0.06,20.71,20.41,20.73,20.98,77.04,80.57,75.45,73.49,144.56,116.65,84.91,2.73,20.75,20.79,20.09,20.33,77.6,78.22,80.38,75.39
895,1454,125.33,27.54,10.07,0.07,21.38,20.34,20.07,20.54,73.89,84.9,83.88,77.29,108.52,61.5,39.92,0.06,20.68,20.41,20.73,20.97,77.18,80.64,75.44,73.49,144.45,116.58,84.87,2.73,20.73,20.8,20.1,20.33,77.69,78.32,80.38,75.51
896,1455,125.43,27.54,10.07,0.07,21.4,20.35,20.09,20.52,73.91,84.88,83.78,77.29,108.59,61.57,39.96,0.06,20.68,20.43,20.73,20.97,77.4,80.66,75.41,73.51,144.53,116.65,84.91,2.73,20.73,20.8,20.11,20.3,77.78,78.43,80.38,75.49
897,1456,125.51,27.58,10.1,0.07,21.39,20.34,20.07,20.56,73.87,84.82,83.7,77.33,108.67,61.61,39.99,0.06,20.67,20.43,20.73,20.94,77.64,80.73,75.44,73.49,144.64,116.69,84.95,2.73,20.71,20.79,20.11,20.35,77.77,78.41,80.35,75.62
898,1457,125.43,27.54,10.14,0.07,21.39,20.33,20.06,20.56,73.85,84.82,83.64,77.32,108.63,61.57,39.99,0.06,20.68,20.43,20.7,20.98,77.85,80.82,75.42,73.55,144.56,116.69,84.91,2.73,20.74,20.8,20.1,20.33,77.85,78.48,80.28,75.67
899,1458,125.43,27.58,10.1,0.07,21.39,20.31,20.05,20.55,73.85,84.78,83.56,77.33,108.67,61.57,39.99,0.06,20.68,20.41,20.75,20.95,78.11,80.83,75.53,73.58,144.6,116.65,84.91,2.69,20.72,20.78,20.09,20.33,77.88,78.57,80.22,75.74
900,1459,125.51,27.58,10.1,0.07,21.38,20.32,20.08,20.53,73.91,84.78,83.54,77.31,108.71,61.61,39.99,0.06,20.75,20.43,20.71,20.96,78.49,80.88,75.6,73.58,144.68,116.77,84.95,2.73,20.72,20.76,20.09,20.33,77.88,78.62,80.16,75.85
901,1500,125.43,27.58,10.1,0.07,21.42,20.31,20.08,20.55,74.04,84.75,83.48,77.32,108.67,61.57,39.99,0.06,20.62,20.42,20.71,20.96,78.42,80.97,75.69,73.65,144.6,116.69,84.91,2.73,20.72,20.77,20.09,20.34,77.91,78.74,80,75.94
902,1501,125.47,27.58,10.1,0.07,21.42,20.3,20.08,20.53,74.15,84.73,83.41,77.31,108.67,61.61,39.99,0.06,20.74,20.42,20.71,20.98,78.57,81.03,75.79,73.66,144.64,116.69,84.95,2.73,20.72,20.79,20.08,20.36,77.95,78.82,79.91,76.03
903,1502,125.47,27.58,10.18,0.07,21.4,20.29,20.06,20.52,74.31,84.71,83.35,77.27,108.67,61.61,39.99,0.06,20.71,20.4,20.72,20.99,78.86,81.09,75.86,73.73,144.64,116.69,84.91,2.73,20.74,20.79,20.08,20.35,78.02,78.89,79.89,76.08
904,1503,125.43,27.61,10.14,0.07,21.39,20.32,20.08,20.52,74.39,84.75,83.34,77.27,108.63,61.57,39.96,0.06,20.67,20.4,20.72,20.98,79.02,81.16,75.86,73.79,144.53,116.65,84.91,2.73,20.74,20.79,20.09,20.34,78.06,78.96,79.98,76.13
905,1504,125.4,27.61,10.14,0.07,21.39,20.31,20.06,20.53,74.46,84.75,83.25,77.24,108.63,61.54,39.99,0.06,20.69,20.43,20.73,20.97,79.24,81.25,75.82,73.86,144.56,116.65,84.91,2.73,20.72,20.78,20.09,20.33,78.11,78.96,80.06,76.11
906,1505,125.4,27.61,10.1,0.07,21.39,20.32,20.05,20.55,74.66,84.77,83.25,77.24,108.67,61.57,39.96,0.06,20.68,20.42,20.72,20.95,79.45,81.31,75.81,73.83,144.6,116.65,84.87,2.73,20.7,20.78,20.09,20.35,78.08,79.02,80.25,76.15
907,1506,125.36,27.58,10.1,0.07,21.38,20.29,20.06,20.57,74.79,84.74,83.18,77.21,108.59,61.57,39.96,0.1,20.74,20.42,20.71,20.98,79.55,81.37,75.81,73.97,144.49,116.62,84.84,2.73,20.74,20.77,20.07,20.32,78.14,79.06,80.31,76.15
908,1507,125.4,27.58,10.1,0.07,21.39,20.32,20.08,20.56,74.9,84.76,83.15,77.12,108.63,61.68,39.99,0.06,20.74,20.42,20.72,20.96,79.83,81.4,75.81,74.01,144.56,116.65,84.87,2.73,20.72,20.76,20.09,20.33,78.18,79.12,80.45,76.21
909,1508,125.43,27.58,10.14,0.07,21.39,20.3,20.09,20.53,74.98,84.77,83.09,77.07,108.63,61.72,39.96,0.06,20.74,20.39,20.7,20.97,80.01,81.38,75.85,74.13,144.56,116.69,84.87,2.73,20.72,20.76,20.07,20.34,78.23,79.14,80.7,76.21
910,1509,125.36,27.58,10.14,0.07,21.43,20.3,20.09,20.55,75.02,84.75,83.08,77.06,108.59,61.68,39.96,0.06,20.69,20.42,20.7,21,79.86,81.44,75.86,74.2,144.49,116.62,84.84,2.73,20.71,20.79,20.07,20.36,78.29,79.2,80.96,76.27
911,1510,125.36,27.58,10.25,0.07,21.42,20.3,20.08,20.53,75.05,84.79,83.01,76.96,108.59,61.57,39.96,0.06,20.75,20.39,20.73,20.99,80.01,81.47,75.93,74.34,144.49,116.62,84.87,2.73,20.74,20.78,20.06,20.36,78.44,79.22,81.19,76.29
912,1511,125.4,27.61,10.21,0.07,21.42,20.31,20.04,20.52,75.07,84.85,82.97,76.94,108.63,61.57,39.96,0.06,20.67,20.4,20.72,21,80.02,81.48,76,74.4,144.6,116.62,84.87,2.73,20.75,20.78,20.09,20.36,78.51,79.24,81.48,76.39
913,1512,125.33,27.58,10.14,0.07,21.41,20.32,20.08,20.52,75.11,84.9,82.95,76.88,108.56,61.5,39.96,0.06,20.68,20.39,20.72,20.99,80.09,81.52,76.05,74.47,144.45,116.58,84.8,2.73,20.74,20.76,20.08,20.38,78.63,79.23,81.74,76.51
914,1513,125.36,27.58,10.1,0.07,21.4,20.31,20.05,20.53,75.14,84.9,82.86,76.83,108.63,61.54,39.96,0.06,20.71,20.4,20.73,20.97,80.08,81.56,76.07,74.5,144.49,116.62,84.84,2.73,20.72,20.76,20.08,20.35,78.66,79.18,82,76.5
915,1514,125.4,27.61,10.1,0.07,21.41,20.31,20.04,20.55,75.25,84.95,82.79,76.85,108.63,61.57,39.96,0.06,20.73,20.41,20.7,20.96,80.11,81.58,76.05,74.5,144.6,116.65,84.87,2.73,20.72,20.75,20.07,20.36,78.67,79.12,82.14,76.7
916,1515,125.47,27.61,10.1,0.07,21.39,20.28,20.04,20.54,75.33,84.92,82.8,76.85,108.67,61.68,39.99,0.06,20.69,20.41,20.72,20.98,80.15,81.61,76.14,74.57,144.56,116.65,84.91,2.73,20.72,20.76,20.09,20.36,78.75,79.04,82.26,76.86
917,1516,125.43,27.61,10.1,0.07,21.39,20.32,20.07,20.54,75.39,85,82.79,76.78,108.67,61.64,39.99,0.06,20.69,20.39,20.7,20.97,80.21,81.64,76.19,74.67,144.56,116.69,84.91,2.73,20.73,20.77,20.08,20.35,78.81,79.02,82.5,77.07
918,1517,125.36,27.58,10.1,0.07,21.39,20.28,20.08,20.52,75.4,84.99,82.8,76.76,108.59,61.57,39.96,0.06,20.72,20.38,20.7,20.96,80.25,81.62,76.25,74.74,144.49,116.62,84.87,2.73,20.71,20.78,20.07,20.34,78.87,79,82.69,77.25
919,1518,125.47,27.58,10.1,0.07,21.43,20.28,20.08,20.54,75.48,85.03,82.8,76.72,108.67,61.68,39.99,0.06,20.69,20.4,20.7,20.96,80.24,81.64,76.37,74.78,144.6,116.69,84.91,2.73,20.7,20.78,20.07,20.38,78.91,78.98,82.85,77.46
920,1519,125.36,27.58,10.14,0.07,21.43,20.28,20.07,20.52,75.55,85.07,82.81,76.69,108.59,61.64,39.96,0.06,20.66,20.38,20.72,21,80.26,81.68,76.52,74.86,144.53,116.62,84.84,2.73,20.73,20.77,20.07,20.37,79.04,78.95,82.97,77.67
921,1520,125.36,27.61,10.14,0.07,21.44,20.32,20.05,20.53,75.61,85.13,82.79,76.64,108.63,61.68,39.96,0.06,20.68,20.37,20.73,21,80.35,81.74,76.7,74.86,144.49,116.62,84.84,2.73,20.73,20.77,20.08,20.37,79.1,78.95,83.04,77.82
922,1521,125.36,27.65,10.14,0.03,21.43,20.32,20.08,20.52,75.71,85.21,82.85,76.63,108.59,61.64,39.96,0.1,20.68,20.37,20.73,21,80.4,81.81,76.8,74.86,144.53,116.62,84.87,2.73,20.73,20.75,20.08,20.37,79.1,78.93,83.11,77.92
923,1522,125.4,27.65,10.1,0.07,21.4,20.32,20.05,20.57,75.69,85.23,82.86,76.62,108.63,61.64,39.96,0.06,20.68,20.36,20.74,20.98,80.42,81.87,76.88,74.86,144.56,116.65,84.87,2.73,20.7,20.74,20.08,20.36,79.08,78.93,83.15,77.93
924,1523,125.43,27.61,10.1,0.07,21.41,20.29,20.07,20.57,75.75,85.21,82.89,76.61,108.67,61.72,39.99,0.06,20.68,20.38,20.72,21,80.47,81.92,76.87,74.88,144.56,116.62,84.87,2.73,20.72,20.75,20.08,20.38,79.16,78.93,83.17,78.05
925,1524,125.47,27.65,10.1,0.07,21.4,20.29,20.08,20.57,75.75,85.25,82.93,76.61,108.74,61.72,39.99,0.06,20.71,20.37,20.73,20.99,80.43,81.96,76.88,74.91,144.64,116.69,84.91,2.73,20.71,20.76,20.08,20.35,79.16,78.96,83.28,78.14
926,1525,125.47,27.61,10.21,0.07,21.4,20.28,20.08,20.55,75.78,85.27,82.99,76.57,108.71,61.68,39.99,0.06,20.66,20.36,20.71,20.98,80.47,81.96,76.86,74.91,144.6,116.65,84.87,2.73,20.7,20.77,20.07,20.36,79.19,78.97,83.34,78.24
927,1526,125.47,27.61,10.14,0.07,21.39,20.28,20.09,20.55,75.74,85.32,83.02,76.57,108.74,61.64,39.99,0.06,20.67,20.37,20.7,20.97,80.43,81.95,76.86,74.98,144.6,116.69,84.91,2.73,20.71,20.76,20.06,20.36,79.22,79.03,83.47,78.29
928,1527,125.43,27.61,10.1,0.07,21.43,20.28,20.08,20.54,75.81,85.33,83.02,76.54,108.71,61.57,39.99,0.06,20.66,20.35,20.69,20.95,80.43,81.93,76.85,74.99,144.56,116.65,84.87,2.73,20.71,20.75,20.07,20.37,79.26,79.05,83.55,78.37
929,1528,125.43,27.65,10.1,0.07,21.43,20.3,20.06,20.53,75.87,85.37,83,76.46,108.71,61.61,39.99,0.1,20.66,20.38,20.73,21,80.42,81.95,76.95,75.07,144.56,116.65,84.91,2.73,20.71,20.76,20.08,20.38,79.25,79.08,83.63,78.42
930,1529,125.4,27.61,10.1,0.07,21.42,20.32,20.08,20.52,75.96,85.37,83.02,76.47,108.67,61.64,39.96,0.06,20.66,20.37,20.71,21.01,80.36,81.89,77,75.13,144.53,116.62,84.87,2.73,20.71,20.75,20.06,20.37,79.21,79.12,83.73,78.43
931,1530,125.43,27.65,10.1,0.07,21.42,20.33,20.08,20.53,76.05,85.4,83.02,76.41,108.71,61.68,39.99,0.06,20.66,20.37,20.72,21.01,80.39,81.87,77.06,75.19,144.6,116.69,84.87,2.73,20.7,20.75,20.07,20.37,79.13,79.17,83.83,78.42
932,1531,125.4,27.65,10.07,0.07,21.39,20.32,20.05,20.56,76,85.41,82.99,76.38,108.67,61.68,39.99,0.06,20.64,20.36,20.7,21.01,80.29,81.84,77.01,75.22,144.56,116.62,84.87,2.73,20.67,20.76,20.06,20.35,79.09,79.17,83.81,78.41
933,1532,125.4,27.65,10.1,0.07,21.41,20.3,20.06,20.55,76.17,85.37,83,76.38,108.67,61.68,39.99,0.06,20.69,20.37,20.73,21,80.48,81.82,77,75.25,144.53,116.62,84.84,2.73,20.7,20.78,20.06,20.35,79.06,79.19,83.87,78.4
934,1533,125.4,27.65,10.07,0.07,21.39,20.32,20.03,20.56,76.32,85.41,82.99,76.32,108.67,61.68,39.99,0.06,20.72,20.36,20.7,21,80.32,81.83,76.91,75.3,144.56,116.65,84.87,2.73,20.68,20.78,20.05,20.35,79,79.19,83.94,78.33
935,1534,125.43,27.61,10.1,0.07,21.39,20.27,20.08,20.54,76.47,85.38,82.99,76.3,108.71,61.61,39.99,0.06,20.59,20.36,20.71,20.99,80.32,81.79,76.86,75.35,144.56,116.69,84.87,2.73,20.7,20.79,20.06,20.34,78.98,79.17,83.96,78.32
936,1535,125.43,27.61,10.1,0.07,21.39,20.29,20.08,20.54,76.61,85.38,82.96,76.31,108.67,61.57,39.99,0.06,20.65,20.36,20.7,20.99,80.38,81.76,76.87,75.43,144.6,116.62,84.87,2.73,20.69,20.77,20.05,20.32,78.99,79.14,83.97,78.3
937,1536,125.4,27.61,10.07,0.07,21.41,20.27,20.08,20.55,76.69,85.37,82.95,76.24,108.63,61.57,39.99,0.06,20.64,20.33,20.72,20.98,80.37,81.71,76.93,75.48,144.56,116.62,84.84,2.73,20.72,20.78,20.07,20.38,78.94,79.14,83.99,78.32
938,1537,125.4,27.61,10.1,0.07,21.42,20.31,20.04,20.54,76.69,85.41,82.92,76.23,108.63,61.54,39.99,0.06,20.64,20.36,20.71,21.01,80.2,81.7,76.99,75.47,144.56,116.65,84.87,2.73,20.72,20.76,20.07,20.37,78.92,79.09,83.95,78.31
939,1538,125.47,27.65,10.1,0.07,21.43,20.31,20.08,20.53,76.61,85.4,82.96,76.17,108.67,61.57,39.99,0.06,20.65,20.33,20.72,21.01,80.07,81.61,76.99,75.47,144.64,116.65,84.91,2.73,20.7,20.75,20.06,20.37,78.86,79.03,83.89,78.32
940,1539,125.4,27.61,10.1,0.07,21.41,20.3,20.06,20.54,76.49,85.4,82.87,76.17,108.63,61.57,39.99,0.06,20.63,20.33,20.72,21,79.98,81.58,76.99,75.42,144.53,116.62,84.84,2.73,20.7,20.75,20.03,20.35,78.79,78.95,83.86,78.31
941,1540,125.4,27.61,10.1,0.07,21.38,20.27,20.06,20.58,76.45,85.39,82.86,76.23,108.63,61.68,39.99,0.06,20.65,20.34,20.69,20.98,79.78,81.52,76.97,75.34,144.53,116.62,84.87,2.73,20.7,20.77,20.06,20.36,78.76,78.92,83.85,78.31
942,1541,125.43,27.65,10.14,0.07,21.41,20.3,20.06,20.57,76.29,85.41,82.86,76.23,108.67,61.68,39.99,0.06,20.66,20.35,20.71,20.99,79.65,81.44,76.93,75.33,144.56,116.65,84.87,2.73,20.68,20.77,20.04,20.37,78.69,78.87,83.77,78.35
